ID,collection_date,longitude,latitude
1028,2024-10-20,4000851.00738814,2958078.43788915
1029,2024-10-04,3998419.77072429,2955521.60612145
1030,2024-10-22,4009982.83032138,2955925.02920544
1031,2024-10-17,4002120.50822746,2955488.12779414
1032,2024-10-18,4009266.59341059,2954953.24547359
1033,2024-09-28,4003133.09013122,2973912.65848733
1034,2024-10-16,4000769.92204074,2954273.25451951
1035,2024-10-17,3994787.64793088,2970708.34765151
1036,2024-10-20,4008630.01003834,2968162.33742442
1037,2024-10-05,4008429.69651233,2971377.23596225
1038,2024-10-20,3998073.03068564,2955959.46399248
1039,2024-10-22,3990531.89998597,2945546.25856462
1040,2024-10-22,3999336.89798465,2944680.73921433
1041,2024-10-23,3994247.89685432,2929831.46417578
1042,2024-10-24,3993952.90300633,2972566.62197886
1043,2024-10-17,3992375.40050363,2971118.12682732
1044,2024-10-20,3990192.22492172,2956476.26977953
1045,2024-10-12,4000881.1743196,2970401.19025224
1046,2024-10-22,4000685.81453851,2940217.34344665
1047,2024-10-18,4000144.95844139,2955663.56841355
1048,2024-10-13,3981226.82266957,2957877.72872808
1049,2024-10-22,3994618.36721357,2954670.83729815
1050,2024-10-19,3997986.66628352,2954930.00332101
1051,2024-10-02,3993294.7893376,2966354.07314449
1052,2024-10-23,3992305.36500527,2970590.93252923
1053,2024-10-20,4005046.76741245,2975078.49377467
1054,2024-10-19,4006163.15129526,2954929.86792665
1055,2024-10-07,4013572.81295634,2955526.80539788
1056,2024-10-21,4023817.73214833,2961710.01265685
1057,2024-10-19,3998443.0237667,2956185.58054045
1058,2024-10-20,3997764.07203085,2972582.04427755
1059,2024-10-17,3984504.65224032,2961112.26415272
1060,2024-10-22,3994861.30228099,2955726.54041072
1061,2024-10-20,4003915.19386459,2954006.16402916
1062,2024-10-25,3996294.8704131,2970097.72523961
1063,2024-10-20,4009041.59315282,2957974.97656935
1064,2024-10-22,4004615.155349,2957848.02627412
1065,2024-10-21,4003277.43152771,2947140.32739571
1066,2024-10-23,4007298.49899501,2955913.81094024
1067,2024-10-23,4020994.11019558,2966624.81134073
1068,2024-10-27,4015086.6242913,2959702.62151354
1069,2024-10-19,4010172.14246472,2955724.61098129
1070,2024-10-18,4001130.97751045,2955323.20813813
1071,2024-10-19,3995718.52280042,2969144.68586078
1072,2024-10-20,4003775.82349261,2969054.94927939
1073,2024-10-24,4003843.02783121,2957831.04152014
1074,2024-10-12,4010904.73660608,2957097.38757228
1075,2024-10-21,4016074.72899916,2964835.67079409
1076,2024-10-24,4001713.65027785,2953218.54556648
1077,2024-10-20,4002144.52173839,2970749.10784064
1078,2024-10-24,4006721.80283938,2968179.90103105
1079,2024-10-22,4015149.32153062,2932815.09713075
1080,2024-10-23,3989488.2980426,2933565.51522036
1081,2024-10-05,3990923.42689599,2956226.53277268
1082,2024-10-10,3997717.41539529,2942009.00633225
1083,2024-10-22,3989543.06539781,2962662.84306771
1084,2024-10-21,3995490.40794998,2954528.77994327
1085,2024-10-21,4016962.22197826,2966034.39278548
1086,2024-10-22,3998742.35078501,2945224.80803013
1087,2024-10-23,4030119.32356494,2963941.40646777
1088,2024-10-06,4005734.08030188,2954382.9016466
1089,2024-10-19,4002161.66394115,2957222.716971
1090,2024-10-08,3996459.53549712,2957016.98995619
1091,2024-10-23,4006190.64148268,2952037.23844059
1092,2024-10-20,3986943.46881187,2983232.77559032
1093,2024-10-22,4004956.64781176,2958556.22280739
1094,2024-10-20,3982992.59394705,2959193.51185248
1095,2024-10-15,4004301.18385525,2958699.86189242
1096,2024-10-15,4007543.71334772,2943445.87513874
1097,2024-10-25,4003182.94113986,2971806.23251736
1098,2024-10-07,4010606.052705,2980701.27081038
1099,2024-10-22,3983998.551171,2969323.96095097
1100,2024-10-26,3990145.13114499,2929120.23158768
1101,2024-10-10,4006917.05676802,2934713.73039825
1102,2024-10-20,4003660.24295835,2957185.01397151
1103,2024-10-13,4015522.47823238,2964268.27663474
1104,2024-10-26,3990128.90984624,2959224.3950276
1105,2024-10-17,3992081.05475613,2957248.68335854
1106,2024-10-21,4001508.5053544,2956666.18615467
1107,2024-10-01,3983851.16393451,2962468.20771585
1108,2024-10-21,4007425.15015315,2986919.44080399
1109,2024-10-22,4013989.82791858,2959828.51774892
1110,2024-10-22,4011843.71965509,2960878.11426976
1111,2024-10-24,4005810.74669547,2957389.27278985
1112,2024-10-19,3998136.84263108,2966960.61908155
1113,2024-10-05,4000525.59498774,2941244.4401523
1114,2024-10-24,4001650.55108518,2977853.21954665
1115,2024-10-18,3986943.82846667,2971821.34614786
1116,2024-10-01,3997123.11174463,2940710.56658322
1117,2024-10-10,4019209.12716714,2964341.93335704
1118,2024-10-28,3997463.51164957,2955987.57761213
1119,2024-10-20,4004876.73085603,2958246.20554039
1120,2024-10-22,4004417.26794937,2956392.39547632
1121,2024-10-14,3983143.50317417,2961536.19733865
1122,2024-10-27,4005157.35208844,2956291.3540738
1123,2024-10-20,4002201.13568177,2958165.29570681
1124,2024-10-13,4000077.80778744,2951661.82251686
1125,2024-10-27,4008594.91503486,2953461.5847987
1126,2024-10-28,4001866.32550925,2955982.86841989
1127,2024-10-23,3998124.27769862,2952216.92346744
1128,2024-10-22,4001861.96852287,2955572.63064042
1129,2024-10-24,4006096.06343546,2957406.61859535
1130,2024-10-02,3998258.28843643,2954710.81812527
1131,2024-10-23,4012062.72579052,2958959.07724815
1132,2024-10-13,3998817.48255477,2944625.96151845
1133,2024-10-12,4000033.63983596,2951968.82427443
1134,2024-10-24,4002336.97677505,2952430.80910589
1135,2024-10-27,4001753.90889048,2956136.72749317
1136,2024-10-24,4006717.16152484,2959659.96141968
1137,2024-10-11,4024222.95773485,2958693.33946717
1138,2024-10-21,4023733.28034475,2962423.74583327
1139,2024-10-09,4011218.87506738,2952714.24263982
1140,2024-10-23,3992769.25863797,2954135.44769224
1141,2024-10-26,4009303.41967164,2971382.13176163
1142,2024-10-05,4004774.24696193,2970489.16336593
1143,2024-10-24,4007044.63518271,2943273.90389238
1144,2024-10-30,4009814.80352662,2973422.25993385
1145,2024-10-23,4010073.33447946,2955090.78537983
1146,2024-10-28,3999450.12114561,2953983.21872333
1147,2024-10-06,3996737.20362796,2957140.46791491
1148,2024-10-23,3996025.6053591,2955273.78700358
1149,2024-10-25,4009947.03851996,2957137.73041811
1150,2024-10-31,3988124.64688032,2983851.31116594
1151,2024-10-27,4000112.62673882,2940857.22721842
1152,2024-10-08,3993033.83162553,2969767.59481526
1153,2024-10-11,3993127.69782228,2969255.98892369
1154,2024-10-22,3997592.36133685,2958827.90874075
1155,2024-10-17,3999416.55251095,2946903.97266563
1156,2024-10-23,4007489.45364652,2962648.11290106
1157,2024-10-27,4005604.21837154,2959649.92130198
1158,2024-10-28,4006144.79061785,2951436.68345208
1159,2024-10-06,4003852.90170463,2952554.36347398
1160,2024-10-25,4002763.96041756,2936436.07009797
1161,2024-10-23,4009951.55782275,2978132.11316417
1162,2024-10-25,3999367.63668476,2940581.58953834
1163,2024-10-23,3990425.27214746,2968015.69551797
1164,2024-10-28,3997731.25150276,2927613.71149802
1165,2024-10-24,4004531.90189332,2958023.39426923
1166,2024-10-15,4015592.54207965,2964423.75090153
1167,2024-10-07,4008559.26454285,2956583.13690703
1168,2024-10-28,3995724.43209095,2986688.60201477
1169,2024-10-27,3992558.59458816,2957378.72782063
1170,2024-10-25,4019868.05688008,2964999.46140103
1171,2024-10-07,3996608.5509747,2954862.92089815
1172,2024-10-26,3998650.53261217,2967338.64155347
1173,2024-10-29,4004021.93572073,2954699.14386652
1174,2024-10-27,4001944.48105874,2970748.36898178
1175,2024-10-27,4013521.60091253,2990842.08853969
1176,2024-10-28,4003756.06813759,2953490.58667518
1177,2024-10-25,3997285.11851971,2944921.18070339
1178,2024-10-12,4020086.15967794,2964911.96197217
1179,2024-10-29,4011130.54725696,2959271.2213365
1180,2024-10-10,4011445.19331666,2967135.81823994
1181,2024-10-18,4003971.50164997,2955061.53292307
1182,2024-10-29,4002903.13570185,2970311.77675629
1183,2024-10-12,3991467.87771598,2973950.35432834
1184,2024-10-16,4002015.60263172,2958158.58099566
1185,2024-10-29,3989094.00470369,2993581.75242335
1186,2024-10-10,4008068.04273652,2956690.02384928
1187,2024-10-29,4000150.34034491,2958354.26716028
1188,2024-10-27,3997936.50454042,2956222.92268805
1189,2024-10-30,3999729.18185545,2959984.32299687
1190,2024-10-25,4005509.74945267,2953787.42993969
1191,2024-10-24,3992913.257533,2987546.60205499
1192,2024-10-11,3993376.73021008,2958989.61223969
1193,2024-10-27,3986968.10276189,2960430.23042375
1194,2024-10-29,4017482.08141225,2934129.89355173
1195,2024-10-14,3996303.98126832,2944388.19380215
1196,2024-10-09,4010845.56501227,2954895.52165139
1197,2024-10-13,4020897.8532616,2967033.97464415
1198,2024-10-26,4008331.65861477,2953744.32059497
1199,2024-10-29,4001027.08635598,2969782.12040932
1200,2024-11-01,4017326.3212947,2965176.03641756
1201,2024-10-26,4010183.71027063,2955961.05318148
1202,2024-10-30,3998471.16005791,2955599.57804734
1203,2024-10-27,4003093.77476446,2952777.9455765
1204,2024-10-23,4016792.2717887,2965103.115279
1205,2024-10-27,4010007.61235017,2959268.56542047
1206,2024-10-26,4001910.55875233,2944957.67167364
1207,2024-10-30,3994784.86831666,2962191.28822667
1208,2024-10-30,3998485.35088037,2958751.54286138
1209,2024-10-27,4001601.35053728,2955453.98405796
1210,2024-10-27,3984486.93613808,2969718.11135691
1211,2024-10-20,3997905.02526867,2956707.84006133
1212,2024-10-28,3999107.10548119,2969956.39291596
1213,2024-10-28,3985246.65554399,2962090.81601703
1214,2024-10-27,4001139.05087278,2952765.94508855
1215,2024-10-29,4004557.35670093,2978274.46827042
1216,2024-10-30,4004235.56798045,2958246.48834807
1217,2024-10-09,4017850.51195012,2966872.65406221
1218,2024-10-26,3999977.31460695,2960733.07741501
1219,2024-10-14,4009632.9058781,2956531.33019569
1220,2024-10-30,3987992.15497779,2968260.45555843
1221,2024-10-30,4000129.68792847,2945824.7569625
1222,2024-10-31,3997661.50051674,2952020.13235836
1223,2024-11-02,3999842.83241832,2958280.37305137
1224,2024-10-19,4005939.96316655,2956062.96092741
1225,2024-10-06,3998495.91190139,2954020.8492392
1226,2024-10-30,4017874.4859131,2956770.14812623
1227,2024-10-11,4007064.96396348,2956183.55141765
1228,2024-10-09,4017916.94230359,2967502.43445115
1229,2024-10-28,3997513.91853392,2970810.41168704
1230,2024-10-26,4003459.6705243,2936314.73104675
1231,2024-10-23,3998584.07781334,2956306.67595508
1232,2024-10-30,3998534.49240973,2969009.51017746
1233,2024-10-14,4002814.25660927,2947478.77445764
1234,2024-10-13,3986027.26996424,2939364.47837589
1235,2024-10-23,4014331.50183101,2960032.62526606
1236,2024-10-21,3996340.56257005,2956509.55764796
1237,2024-10-31,4007840.67959881,2957762.62492667
1238,2024-10-11,4015593.76474315,2967004.74140204
1239,2024-10-29,4004353.69394753,2955551.79493719
1240,2024-10-31,4001884.77143446,2953984.44479498
1241,2024-11-01,4002485.95126932,2944012.92982
1242,2024-11-02,4010060.37043838,2958455.6327259
1243,2024-10-31,3994874.73228249,2957511.39529867
1244,2024-10-25,4008126.02909511,2942537.79645919
1245,2024-11-03,4003335.19736308,2955003.78206364
1246,2024-10-30,4000180.89154789,2958216.24304763
1247,2024-10-31,4016000.54836868,2962834.35167129
1248,2024-10-28,3998128.54151774,2968205.4917104
1249,2024-10-29,4003156.62338848,2971569.12279803
1250,2024-11-02,4016031.43844823,2960151.05699348
1251,2024-10-29,4003462.29633453,2970534.12353344
1252,2024-10-12,4000223.04269958,2940635.17847051
1253,2024-10-28,4006507.84984765,2943566.04728597
1254,2024-10-15,4006779.58376394,2955954.5055466
1255,2024-10-26,4000022.90960681,2959774.98001916
1256,2024-10-18,4014739.70305417,2962072.40777961
1257,2024-10-31,3997270.09474268,2960537.66199626
1258,2024-10-16,3994778.8382085,2957635.68744259
1259,2024-11-02,4003662.18873144,2954737.10200819
1260,2024-10-16,4008330.19772782,2957159.93906807
1261,2024-11-02,4015038.45587116,2960386.83798934
1262,2024-10-22,3997153.30902146,2960208.36732814
1263,2024-10-27,3996124.73362847,2956737.21459636
1264,2024-11-01,3991462.45454842,2973531.78338474
1265,2024-10-29,4018639.33788789,2981311.99549234
1266,2024-10-23,3997553.07055985,2970133.83652658
1267,2024-11-01,4004277.16640635,2957099.77251337
1268,2024-11-02,3997927.23977445,2952846.74555947
1269,2024-10-28,3999059.98580931,2945927.06343542
1270,2024-10-29,4015872.42060283,2985023.08593699
1271,2024-10-30,4009072.26709269,2952002.69795936
1272,2024-11-03,3986357.80140084,2983512.61804671
1273,2024-10-31,4003874.80285602,2958902.31802016
1274,2024-10-27,3999350.61959218,2955166.37831043
1275,2024-10-24,4014522.83767986,2959042.56631824
1276,2024-10-29,4009587.2991306,2968859.81693157
1277,2024-10-27,4008917.30653943,2981969.49052825
1278,2024-10-31,3996281.67630772,2955907.45407532
1279,2024-10-30,3997950.43092643,2968442.97946902
1280,2024-10-18,4006682.04532501,2942731.40019977
1281,2024-11-03,3992027.6772413,2932490.19528226
1282,2024-10-27,4003492.8181229,2971597.28661394
1283,2024-11-02,4013543.19449475,2973265.60760289
1284,2024-10-31,3993920.9757502,2968389.81359119
1285,2024-10-19,4000303.73670077,2939623.93916256
1286,2024-10-12,3994443.57230741,2970674.87412141
1287,2024-11-04,4007950.84662466,2956969.42367912
1288,2024-10-22,4005321.47519645,2955587.75407326
1289,2024-10-11,4012973.8432511,2960796.93329265
1290,2024-10-31,3999829.42408828,2958172.46457125
1291,2024-10-30,4005145.62719558,2985053.34473146
1292,2024-10-30,3996898.12262053,2972550.06208271
1293,2024-10-30,4021457.59162496,2963434.93256486
1294,2024-11-01,3998885.28509751,2969390.97340337
1295,2024-10-26,4004684.83835617,2969308.10842183
1296,2024-10-30,3997328.2125874,2959908.34459752
1297,2024-10-29,3993958.51845753,2955303.65130922
1298,2024-11-02,4017075.89164124,2954113.6227328
1299,2024-10-17,3990735.71084133,2952376.27801971
1300,2024-10-31,4014546.68410024,2960128.63896002
1301,2024-11-02,4000566.79313575,2956386.5352952
1302,2024-10-31,4003692.95841105,2955136.72344624
1303,2024-10-27,3992730.43047782,2970245.64586947
1304,2024-11-04,3987871.64105758,2960491.43939803
1305,2024-11-02,4013217.08728419,2955448.7763093
1306,2024-10-29,4022917.91779031,2959651.12224029
1307,2024-10-15,3997137.37575813,2967813.44799153
1308,2024-11-01,3999400.76869876,2945555.0973815
1309,2024-11-06,4001730.86411578,2956987.66031398
1310,2024-10-31,4003988.90659655,2936897.2394347
1311,2024-10-13,4006802.01292632,2969416.38048616
1312,2024-11-01,4017407.85154481,2963626.58418281
1313,2024-10-30,4015852.85362795,2959992.61879712
1314,2024-10-14,3998235.91499187,2955502.23915448
1315,2024-10-23,4002951.00281764,2955872.190811
1316,2024-11-02,4013049.63099594,2977814.07758601
1317,2024-10-20,4008268.85787292,2926088.51137568
1318,2024-10-29,4003236.3445684,2952567.27865035
1319,2024-10-25,3997192.73070783,2944294.96641799
1320,2024-10-15,4017031.85121978,2958679.54568912
1321,2024-10-27,3999635.04984058,2956495.51345037
1322,2024-10-26,3999670.67682679,2958902.90018446
1323,2024-10-31,3991580.36110819,2957911.26636654
1324,2024-10-20,4008328.85818434,2957785.86492832
1325,2024-10-26,3997401.78777062,2968394.08370799
1326,2024-10-11,4003208.48562255,2948208.22263663
1327,2024-10-22,4013498.92731697,2954763.33550046
1328,2024-10-21,3999558.6327553,2944897.26500917
1329,2024-10-25,4012300.65740509,2960048.91474662
1330,2024-10-31,3995152.92988906,2969335.5523514
1331,2024-10-15,3995969.91605204,2958051.29428712
1332,2024-11-06,4005105.9770527,2956437.00086056
1333,2024-10-18,4001892.78385044,2955680.07254528
1334,2024-11-03,4004814.12504495,2959190.61525997
1335,2024-10-28,3998566.16071125,2970018.69023267
1336,2024-10-30,4002532.16276274,2960267.22047585
1337,2024-11-03,3989543.75640832,2960168.02674608
1338,2024-10-15,4005402.34749183,2957379.77572053
1339,2024-11-02,4004343.84709624,2953289.97727492
1340,2024-10-22,4000268.93670186,2952402.01932613
1341,2024-10-27,4012277.35702257,2945552.01733778
1342,2024-11-01,3992648.81202628,2973269.02929672
1343,2024-10-12,4012719.48686254,2960003.32857879
1344,2024-10-20,4012329.48703198,2960965.79143526
1345,2024-11-02,3988903.55812663,2941262.43831253
1346,2024-10-12,4002583.12301923,2969812.16692653
1347,2024-10-27,4009637.85357647,2956266.64640278
1348,2024-10-18,3991778.08858168,2940306.76010583
1349,2024-11-02,4008465.32329201,2955369.99435601
1350,2024-10-24,4015019.22557001,2983764.10547948
1351,2024-11-05,4010573.07978276,2981348.41670928
1352,2024-11-02,4005770.09420002,2954610.54783613
1353,2024-11-04,4014861.33063288,2957697.57193551
1354,2024-11-03,3989968.49139605,2957780.34735874
1355,2024-11-04,3995989.98178805,2944158.31201833
1356,2024-11-04,3989732.69735124,2961568.15773527
1357,2024-11-06,3980457.6213521,2942076.26002421
1358,2024-10-26,4001921.14232085,2956736.00510906
1359,2024-11-03,4003809.04274334,2974535.23183229
1360,2024-10-24,3999288.68746831,2955056.06962901
1361,2024-10-16,4005979.96421214,2954907.85689006
1362,2024-11-05,4001333.74196046,2956665.19917641
1363,2024-10-20,3999566.89376291,2955199.47799093
1364,2024-11-03,4013802.86947333,2953963.73864971
1365,2024-10-17,3995466.41245852,2971945.39615221
1366,2024-10-28,4008150.70419253,2955780.89667606
1367,2024-10-19,3998822.37074106,2935247.22495058
1368,2024-11-01,3994187.67127353,2955576.6353656
1369,2024-11-02,3994330.08244617,2955824.83735127
1370,2024-10-19,4006133.45083518,2955906.32910492
1371,2024-10-30,3987590.7424654,2983787.07416571
1372,2024-11-02,4006882.57946329,2978594.95717446
1373,2024-11-02,4003557.40995456,2955617.38265435
1374,2024-11-01,4000122.30862341,2956934.49413023
1375,2024-11-02,4003904.70805127,2953484.9915986
1376,2024-11-03,3998865.62423657,2936110.84448472
1377,2024-11-03,4008422.11786061,2959844.33098963
1378,2024-11-01,3999381.3602224,2946712.3738641
1379,2024-11-04,4007300.19654344,2955973.00435093
1380,2024-11-08,3990822.15289313,2960588.81295854
1381,2024-11-03,4001646.76801094,2955957.89922154
1382,2024-11-03,3999105.65449088,2937667.34367842
1383,2024-10-19,3998558.97077381,2941673.00472792
1384,2024-11-06,3996262.90821992,2970641.96315843
1385,2024-11-04,4016850.3586247,2964947.47389787
1386,2024-11-07,4004402.28710568,2955809.02845408
1387,2024-11-02,3999451.69385038,2956373.46909348
1388,2024-11-05,4013371.59560999,2984950.23612155
1389,2024-10-17,3998378.64176684,2946266.73257861
1390,2024-11-07,3999776.38040671,2943484.96366584
1391,2024-10-25,4008266.54773898,2956247.67848708
1392,2024-11-03,4012041.84826247,2979379.72683237
1393,2024-11-03,3995041.21393567,2956899.46912649
1394,2024-11-02,4002427.78065866,2980074.93176576
1395,2024-11-03,4012987.82114305,2959389.03949255
1396,2024-11-07,4007888.10497277,2956479.38337685
1397,2024-10-23,4004627.83966249,2955580.57531949
1398,2024-11-04,3993476.17034995,2956080.16614679
1399,2024-11-03,3984366.44206449,2943182.17190438
1400,2024-11-06,4000047.84074179,2945548.3843138
1401,2024-10-16,4016951.70290247,2966277.58951503
1402,2024-11-04,4012190.20194422,2955349.89531726
1403,2024-11-07,4005261.48200045,2954624.42940115
1404,2024-11-08,3987529.09624695,2957805.7758758
1405,2024-11-05,3997714.55573399,2959044.83610374
1406,2024-11-07,3993595.2723055,2956191.3315804
1407,2024-11-07,3994612.65143436,2941553.37126163
1408,2024-11-06,4004909.63313574,2958716.03127503
1409,2024-11-08,3992524.2571745,2984881.13787508
1410,2024-11-07,4010095.59351952,2966861.50986644
1411,2024-11-04,4004893.52613834,2957239.4343411
1412,2024-11-03,4008753.38312709,2968450.45415679
1413,2024-11-09,4006987.7313604,2956058.65016454
1414,2024-11-08,4009216.86091513,2951525.84783895
1415,2024-11-05,3990284.15182364,2943868.07868328
1416,2024-10-17,4003256.17215565,2953122.02862587
1417,2024-11-06,3995745.9026246,2969009.66578306
1418,2024-11-06,4004418.4555552,2950468.70292405
1419,2024-11-05,4002698.37402041,2955330.91599143
1420,2024-11-03,3994023.93116265,2969038.66428081
1421,2024-11-06,4004057.2804493,2952012.79287293
1422,2024-11-06,4002102.65856628,2968146.24264717
1423,2024-11-03,4000690.3242987,2940857.96259421
1424,2024-11-09,3989926.0500852,2960177.03371133
1425,2024-11-06,4002691.40999037,2955492.64497494
1426,2024-11-05,4002731.69442509,2973603.27299088
1427,2024-11-07,3987592.19103939,2970155.09565055
1428,2024-10-21,4000211.24671488,2955265.61252253
1429,2024-10-22,4006641.65520542,2956023.9931618
1430,2024-11-09,3999335.04377278,2960407.32857903
1431,2024-10-22,3997338.86079012,2940969.26207841
1432,2024-11-08,3993494.02742485,2970420.96971558
1433,2024-11-06,3991651.38069934,2991154.45839807
1434,2024-11-04,4016762.3937548,2959134.93108736
1435,2024-10-26,3997039.91213157,2987210.29219706
1436,2024-11-11,4020597.93940983,2927645.06408992
1437,2024-11-05,3997300.24037475,2945117.69467673
1438,2024-11-12,3989149.83334703,2953597.03845008
1439,2024-11-01,3998143.1788993,2968215.59955621
1440,2024-11-08,4010570.6639302,2956151.38258373
1441,2024-10-25,3998579.25108323,2955054.13089862
1442,2024-11-08,3997777.74554489,2946178.34218134
1443,2024-10-25,3993564.65108358,2961905.77731727
1444,2024-11-05,4002405.17536584,2955512.43223626
1445,2024-11-04,3984344.13663995,2941615.58675796
1446,2024-11-05,4008879.92492144,2968176.39041551
1447,2024-10-21,3993956.41799321,2970080.51024915
1448,2024-11-06,3999173.95036023,2959645.01457961
1449,2024-11-07,3997935.46941082,2972383.77577704
1450,2024-10-26,4013088.19067949,2960627.93192414
1451,2024-11-05,3985364.13952563,2991577.17784324
1452,2024-11-08,4006278.27718824,2955332.4839208
1453,2024-11-05,3984180.75117127,2976009.89975172
1454,2024-10-26,3983863.30678449,2961572.03492509
1455,2024-11-07,3995135.90932173,2956812.2926146
1456,2024-10-17,3998138.14912963,2959120.92400276
1457,2024-10-27,4009170.69274048,2956559.166064
1458,2024-11-05,3998605.01731064,2941797.1172626
1459,2024-11-11,4003589.87089518,2951636.57645118
1460,2024-11-06,4007345.83644751,2956210.45779771
1461,2024-11-06,3998375.1774377,2987778.75486896
1462,2024-11-07,4006537.81170218,2963058.10039115
1463,2024-10-29,4003817.44312213,2941670.51335287
1464,2024-10-24,4024613.48505966,2962190.04474172
1465,2024-10-21,3997067.6658083,2954864.2709182
1466,2024-10-29,4008160.47742592,2979703.42086712
1467,2024-11-04,3994229.44129143,2957692.58191782
1468,2024-11-10,4008593.62208919,2955696.64638154
1469,2024-11-09,3989931.61943044,2953050.26150404
1470,2024-11-10,4001806.74585805,2944362.71628914
1471,2024-11-08,4006449.15472332,2956408.18213594
1472,2024-11-10,4003252.34834186,2968402.06756076
1473,2024-11-05,4008609.95400544,2968258.87518829
1474,2024-11-08,3992565.78684508,2957276.06407644
1475,2024-11-05,3999203.12812907,2952848.15916632
1476,2024-11-11,3982960.83849894,2985360.8425234
1477,2024-10-27,4007053.69529726,2942374.55544997
1478,2024-11-10,3997619.08536896,2951425.24772197
1479,2024-11-08,4004341.9180536,2953387.54063002
1480,2024-11-07,4003251.90543487,2953899.06557824
1481,2024-11-05,3997850.87244545,2938737.79876369
1482,2024-11-02,4024423.85305235,2973244.93634436
1483,2024-11-12,4010576.61580964,2959755.04778757
1484,2024-11-01,3990410.19135596,2953917.59187524
1485,2024-11-07,3984855.04251172,2959732.86808919
1486,2024-11-07,4004288.58587016,2954411.42479592
1487,2024-11-09,4006245.99895445,2958108.59450703
1488,2024-11-09,3991967.00068057,2966750.98970917
1489,2024-10-30,4003723.37197231,2954816.21745944
1490,2024-10-28,4010013.8909214,2956575.13203088
1491,2024-11-09,4013334.89033987,2959753.79329435
1492,2024-11-07,4008637.55422565,2956801.36611923
1493,2024-11-05,3979498.33045506,2961297.52602094
1494,2024-10-30,4016313.97657313,2960393.05598131
1495,2024-11-05,4013664.02552224,2959896.86677453
1496,2024-11-09,3988767.25691124,2934483.48284274
1497,2024-10-21,3990619.46630079,2931430.56411302
1498,2024-10-29,4003433.69116752,2954966.35447843
1499,2024-11-09,3997878.56398444,2954441.78566887
1500,2024-11-11,4022992.86111786,2963890.2116054
1501,2024-11-03,4010378.35090723,2977132.3996612
1502,2024-11-11,3994017.54894941,2956105.37353414
1503,2024-11-12,3999258.73499743,2935927.82079181
1504,2024-11-06,4002586.8755641,2957087.4299172
1505,2024-11-06,4001445.40857092,2968819.79173259
1506,2024-10-23,4002883.89059205,2968061.7870773
1507,2024-11-10,4002471.95273434,2959262.31096975
1508,2024-11-09,3999435.61923229,2968845.29396256
1509,2024-10-25,3995986.86193145,2939447.15766398
1510,2024-11-08,3997453.03566607,2960874.18788992
1511,2024-10-30,3990729.6179003,2956963.28168357
1512,2024-11-01,3991898.35871691,2957189.49083151
1513,2024-11-12,4008575.39268309,2958138.19975011
1514,2024-10-31,3996385.60429017,2956992.26602958
1515,2024-11-08,3994598.39067402,2957067.1759297
1516,2024-11-09,3997365.22896602,2943273.1851126
1517,2024-10-26,4009370.37232186,2954983.38177886
1518,2024-11-08,4006831.02442559,2951387.07349391
1519,2024-11-04,4010660.9520035,2959728.40517537
1520,2024-11-08,4007769.98111355,2943773.46748644
1521,2024-11-09,3992063.87380905,2939812.29460656
1522,2024-10-20,4005613.86548478,2957924.11433636
1523,2024-11-08,4005463.53421631,2954972.70265483
1524,2024-11-11,3995794.02031565,2957003.87782793
1525,2024-11-10,4005326.80469376,2951995.20834839
1526,2024-11-09,3996490.8910299,2960382.61448174
1527,2024-10-28,3992720.93598143,2972084.51101519
1528,2024-10-30,4021565.50871782,2964747.66319594
1529,2024-10-25,4001372.36811715,2971386.03637535
1530,2024-11-05,3998127.55909892,2928049.31977894
1531,2024-10-29,4010104.31713034,2957958.54744527
1532,2024-11-11,3984863.26527,2961031.6481882
1533,2024-11-11,4005752.93659443,2942352.26872285
1534,2024-11-09,4002634.72133764,2948536.51788836
1535,2024-11-01,4003857.86824711,2951846.6174012
1536,2024-11-12,3996470.78529678,2955815.83138675
1537,2024-11-11,3995160.45127493,2956064.66208449
1538,2024-11-11,4014313.5116023,2978969.83686439
1539,2024-11-10,4006992.89107632,2956755.62527836
1540,2024-11-07,4032684.78668934,2955285.61790269
1541,2024-10-29,4004284.16450088,2953021.95892954
1542,2024-10-29,4015783.66578589,2961077.63898833
1543,2024-10-30,3999996.19890001,2955458.11635048
1544,2024-11-03,4006016.20426814,2953701.90759639
1545,2024-11-08,3992943.01581042,2949373.8625167
1546,2024-11-12,4002584.87973459,2936157.42209875
1547,2024-11-12,3994253.81775442,2928452.6717809
1548,2024-11-12,3990869.09466988,2960524.54047727
1549,2024-11-11,4003731.7734835,2954186.82603291
1550,2024-11-14,4001325.47325449,2955707.59478235
1551,2024-11-11,3982989.08538885,2960260.01362045
1552,2024-11-14,3987634.25753211,2961100.53737097
1553,2024-11-06,3996665.73746484,2939330.22195692
1554,2024-11-03,4013758.65607249,2960122.79467971
1555,2024-10-20,4008469.12167036,2939278.39673237
1556,2024-11-07,3993097.64756053,2973340.15007484
1557,2024-11-09,4016267.90685469,2960298.64782029
1558,2024-11-10,3992802.12534531,2957556.91712901
1559,2024-11-10,4004405.82619634,2953149.45727983
1560,2024-11-10,4013095.40432884,2981503.73672504
1561,2024-11-09,4002475.07751796,2941643.47331598
1562,2024-11-10,4013961.49578044,2973817.91280913
1563,2024-11-11,3991396.39680427,2972521.92706908
1564,2024-10-31,3996405.72603021,2954372.75141462
1565,2024-11-15,4006746.98510469,2959806.29424645
